21	28	21	25	26	27	9
20	33	22	23	24	28	21
23	23	16	22	26	19	26
24	22	28	18	26	25	26
31	25	21	13	22	25	24
25	26	27	20	29	20	27
25	23	28	31	20	26	21
26	30	13	25	21	24	27
30	23	26	25	25	23	17
22	29	42	24	26	25	19
14	23	24	30	26	21	27
22	16	22	15	19	29	25
33	31	21	21	24	26	27
27	34	16	13	27	30	24
27	23	23	25	33	19	21
18	20	27	22	25	32	27
20	30	32	32	29	35	23
28	24	25	20	13	30	26
34	23	20	28	36	29	21
31	18	29	30	26	19	27
13	27	24	26	24	21	35
28	29	28	27	30	24	26
22	26	28	37	30	25	36
21	20	27	16	29	16	21
32	30	32	16	24	22	22
24	26	30	24	29	22	35
31	20	22	24	25	28	9
31	22	22	23	15	33	15
27	30	26	25	27	30	17
23	17	19	22	21	24	28
23	17	20	20	21	23	24
30	25	33	18	25	26	22
29	16	20	21	25	29	22
21	20	31	24	25	21	21
27	15	25	15	28	29	20
25	20	21	21	27	28	25
28	23	21	31	22	21	22
26	21	24	22	24	17	20
24	27	12	20	25	22	24
16	24	13	35	17	28	19
18	24	25	20	13	31	25
25	28	28	23	22	16	25
19	19	21	15	25	22	23
23	22	25	22	33	25	24
27	22	21	30	25	35	24
31	20	25	32	26	25	15
28	27	12	23	33	25	30
27	37	24	21	21	24	27
25	25	19	18	17	29	21
32	29	28	22	24	32	19
24	32	24	25	24	29	25
16	17	23	22	14	20	23
21	24	26	24	27	17	23
27	20	27	26	27	28	30
26	18	23	29	25	20	26
17	23	28	26	17	28	30
22	25	20	25	30	21	26
33	24	23	33	23	26	16
32	34	24	30	25	27	32
30	22	23	28	20	30	27
20	29	21	22	35	26	27
24	27	26	34	24	26	25
30	28	29	27	27	23	28
25	23	21	24	25	22	31
14	30	24	21	38	22	24
29	14	22	33	34	15	15
31	30	31	29	28	33	27
27	31	32	24	24	21	19
27	30	16	28	26	25	23
25	28	25	28	26	28	23
32	25	27	33	19	22	27
25	21	30	21	29	26	30
27	24	31	21	20	25	18
24	21	18	22	20	19	21
22	17	24	29	27	20	23
23	31	26	18	26	16	29
26	19	30	25	23	28	23
20	28	25	23	30	20	30
37	35	26	26	21	27	22
20	22	23	22	23	26	33
26	21	20	21	21	22	25
19	22	20	21	25	24	29
23	22	20	6	20	26	26
19	22	18	20	32	24	34
27	26	29	25	23	29	19
21	19	33	29	28	31	27
25	27	26	28	29	26	25
29	25	26	20	17	16	23
28	17	29	32	18	26	29
24	31	27	23	30	25	22
28	32	42	19	29	18	19
26	20	20	28	23	19	25
17	30	27	26	28	26	28
23	31	25	27	29	22	22
26	24	17	31	32	26	29
32	14	26	21	18	20	25
29	30	26	22	24	14	27
31	36	28	22	18	19	20
23	25	26	22	16	16	19
16	28	26	28	35	24	24
20	20	24	33	16	20	16
23	16	29	28	26	30	30
16	19	21	22	36	21	30
25	24	27	32	31	24	17
28	29	19	12	31	26	27
24	29	33	23	17	25	21
25	30	21	34	27	23	22
19	22	26	20	18	26	23
12	19	31	24	20	28	31
23	25	33	24	22	27	27
22	20	28	32	22	21	25
17	28	32	28	26	29	21
29	24	22	30	21	28	27
28	27	25	22	31	15	18
27	20	26	26	16	25	21
22	32	24	17	29	25	19
26	32	21	28	18	29	24
38	30	32	32	28	23	26
29	28	21	28	23	17	27
27	14	38	27	22	23	20
25	33	22	30	31	14	30
21	29	27	19	31	25	28
21	21	29	15	25	29	30
31	19	24	30	21	26	27
28	33	26	26	18	36	24
21	30	18	37	21	24	23
21	20	20	24	26	29	27
25	21	19	20	21	24	22
22	30	22	19	21	15	32
20	17	30	30	30	30	25
22	27	21	29	29	28	20
26	24	31	20	33	22	30
20	22	22	24	32	22	33
24	19	23	21	20	16	21
18	25	20	26	30	21	18
28	23	24	23	27	21	20
31	38	24	31	27	25	29
30	23	26	28	27	23	27
28	23	26	25	19	16	19
32	29	27	17	22	31	29
22	15	20	33	28	19	12
26	21	30	22	29	18	16
25	29	31	36	35	23	33
26	16	32	19	31	25	26
26	29	25	23	27	22	25
21	26	24	19	19	17	21
30	17	12	27	28	20	24
21	30	28	20	21	24	24
35	32	27	23	22	23	22
16	23	14	25	16	24	28
21	24	24	26	24	34	23
25	25	25	18	29	20	14
26	27	18	30	21	26	22
25	23	26	20	26	31	27
26	29	18	23	28	20	32
26	26	31	24	21	16	21
29	31	23	28	29	12	25
19	27	22	25	26	22	15
26	22	29	25	27	27	22
22	27	26	16	34	20	32
12	22	32	23	13	26	28
24	19	26	20	24	26	20
34	17	25	26	24	28	33
31	24	25	12	22	22	14
31	26	18	30	28	30	31
27	17	23	34	26	27	24
20	22	18	24	18	19	31
31	22	25	27	25	25	30
27	23	21	29	28	20	21
16	22	21	21	26	22	29
22	26	20	24	29	22	24
27	35	21	33	23	30	31
21	24	11	27	27	15	17
22	21	31	35	27	29	26
22	20	17	29	19	21	31
17	19	32	31	15	26	25
25	24	29	28	17	26	27
24	30	24	30	23	25	29
30	26	30	24	34	26	25
28	38	29	30	20	28	29
24	28	37	24	28	26	22
26	24	25	28	31	29	23
34	24	27	19	27	29	19
27	24	28	23	25	31	29
30	24	32	22	29	24	34
26	35	25	25	24	31	24
26	28	22	24	27	26	27
22	32	30	26	32	18	31
29	18	22	27	31	31	22
23	21	27	27	25	34	25
19	24	24	24	23	19	14
29	23	24	25	24	19	25
16	27	29	22	23	25	26
28	27	17	26	34	16	27
27	28	32	30	23	21	19
28	16	14	19	22	19	19
28	31	29	30	30	20	35
26	28	18	25	25	21	26
10	24	17	22	21	32	28
27	32	25	22	27	28	29
22	30	34	19	26	21	28
19	30	29	16	31	30	21
30	23	30	26	23	27	16
31	27	22	23	26	29	24
24	27	30	25	20	23	29
22	19	29	17	21	28	26
20	25	17	29	26	32	24
21	25	25	35	26	24	26
25	18	24	23	26	26	23
31	22	30	24	17	22	23
28	21	20	21	27	31	18
23	30	25	23	26	21	32
31	34	27	19	24	26	28
22	27	22	31	29	22	29
25	35	27	25	17	19	32
31	31	33	32	28	21	21
28	28	25	23	22	36	28
25	26	27	14	20	18	24
17	12	18	31	27	27	24
16	18	33	24	28	29	24
32	23	24	24	26	10	20
25	28	29	17	26	24	17
21	26	35	21	16	25	26
20	15	25	24	22	20	22
25	23	24	17	27	28	24
20	26	28	16	18	34	28
33	23	27	20	24	29	25
22	21	25	22	29	32	14
27	20	27	24	28	24	25
16	23	18	22	29	22	21
18	23	22	33	32	26	20
24	23	24	25	19	28	20
24	23	19	25	21	27	31
14	27	23	26	28	28	23
18	23	34	34	17	21	30
27	32	26	15	25	17	18
27	24	26	17	24	36	24
28	27	24	29	24	26	18
28	17	28	26	25	24	30
18	30	30	17	19	14	27
28	33	23	28	22	18	25
28	29	27	19	27	25	25
29	30	25	26	19	19	20
27	17	30	24	35	26	24
29	27	22	24	16	26	20
23	30	21	24	27	24	26
19	21	17	26	21	20	28
8	22	23	18	24	21	22
33	13	20	29	19	25	25
27	24	19	24	17	21	9
26	22	30	20	24	33	35
27	28	25	26	22	26	27
21	28	18	7	20	22	18
20	23	28	18	21	26	32
32	22	25	33	21	25	24
20	25	34	29	20	29	19
20	29	22	17	28	26	32
24	29	22	25	24	26	19
18	35	36	19	22	37	25
21	22	29	29	23	29	20
21	20	23	25	27	31	24
18	27	28	21	24	15	15
17	26	22	26	28	21	20
30	27	22	21	26	19	27
26	25	10	19	17	33	21
38	27	28	22	36	16	33
27	26	23	26	30	20	29
24	30	18	30	26	25	33
23	29	22	24	33	24	28
27	29	20	19	34	26	12
17	27	25	20	27	26	25
28	29	16	22	28	26	25
15	26	29	22	20	25	28
24	23	16	23	29	30	19
25	22	23	23	26	32	20
19	22	23	25	27	24	22
30	14	25	14	21	23	18
34	21	23	24	15	30	18
22	29	15	19	23	24	22
27	26	20	19	21	26	28
21	25	33	21	23	26	18
19	28	22	29	20	22	23
31	27	18	20	26	24	19
33	23	20	25	23	31	31
25	20	15	21	32	25	23
23	21	18	18	26	22	17
26	20	18	26	26	22	21
24	23	32	17	18	24	28
24	22	28	23	14	27	30
24	18	29	27	19	26	23
19	23	28	26	25	22	23
28	25	21	33	26	29	21
29	20	21	17	20	28	25
31	15	26	15	18	26	28
23	24	23	27	29	26	29
18	23	23	18	20	31	37
22	31	30	18	27	21	18
23	25	18	20	34	24	27
18	21	23	21	29	33	21
20	20	25	30	26	26	21
30	21	33	28	21	29	23
26	26	25	24	23	21	17
19	25	31	19	28	22	21
16	23	27	20	25	25	24
29	23	27	20	28	22	24
29	28	15	23	14	24	18
33	28	31	32	22	22	28
20	23	20	37	25	23	22
31	18	26	23	17	24	25
37	26	15	21	28	20	14
26	34	29	18	23	30	29
32	21	21	24	14	26	26
30	26	27	22	32	26	25
29	21	28	28	12	24	34
20	33	24	33	30	35	23
27	21	20	28	18	26	27
18	30	25	30	21	12	23
28	24	21	29	32	31	17
31	32	25	29	25	23	30
21	26	22	35	19	23	12
30	23	20	33	28	16	15
30	26	25	22	28	24	23
30	26	23	29	20	30	18
20	26	25	29	26	26	23
24	18	12	24	29	22	29
28	23	24	23	30	23	15
28	27	24	28	19	20	28
26	28	40	25	22	19	21
24	36	22	23	17	27	32
24	27	27	26	29	28	19
14	22	23	31	35	18	14
26	33	26	26	19	22	21
20	33	22	28	32	25	23
30	32	32	25	27	18	15
27	17	30	30	21	19	27
23	30	24	20	27	27	34
30	18	33	23	33	30	23
19	21	26	23	17	24	30
23	28	26	21	30	20	32
21	25	17	29	17	26	14
19	17	20	25	24	20	19
29	26	25	24	29	25	23
25	26	26	30	23	23	31
17	34	24	25	27	20	33
17	28	25	22	31	30	33
23	24	23	13	22	29	22
20	23	23	27	23	24	13
29	21	19	25	26	17	33
31	20	25	28	26	24	28
34	19	27	36	19	28	22
14	23	27	23	26	30	34
24	23	21	25	17	15	25
31	28	20	16	22	26	25
28	23	24	26	26	22	24
21	28	27	30	25	15	20
25	22	23	23	28	33	22
26	20	28	25	33	30	30
21	19	32	28	28	18	19
16	27	25	36	28	26	22
19	25	26	25	30	23	27
26	20	24	26	27	29	16
27	27	20	21	27	33	26
23	30	21	26	26	26	17
26	23	30	30	28	31	13
29	31	26	29	31	30	29
24	22	27	21	21	24	19
15	19	19	22	35	27	18
28	24	27	31	24	31	30
21	23	29	27	29	26	30
21	28	20	24	29	30	26
16	27	18	21	28	18	24
24	22	18	21	23	18	21
14	25	35	24	23	30	31
14	12	23	23	26	33	24
14	29	25	23	27	23	22
33	30	27	18	31	29	28
23	21	22	28	25	22	24
25	24	27	13	32	24	22
25	21	26	29	19	21	30
32	31	24	19	29	25	20
23	23	23	22	16	28	26
27	16	24	25	23	22	26
20	23	15	25	22	25	17
27	19	32	17	26	35	21
28	34	23	10	34	20	23
29	31	27	26	27	21	24
24	28	24	17	21	23	21
18	26	37	21	27	26	19
20	22	22	27	21	29	27
32	17	23	27	15	28	20
30	25	23	23	32	21	25
23	30	15	22	29	31	20
12	22	30	26	35	23	24
18	16	17	23	27	34	34
29	30	25	23	30	13	36
24	22	23	22	30	23	23
24	24	16	25	22	25	33
17	28	19	24	28	18	31
32	30	28	33	18	26	24
18	24	20	31	30	35	29
17	20	27	31	26	26	29
20	22	27	31	26	32	26
30	24	18	31	20	25	24
31	18	30	16	17	22	30
22	30	25	25	25	26	28
16	26	22	27	31	18	18
19	22	25	30	23	27	27
31	28	22	23	18	27	15
30	23	25	27	30	26	17
19	12	24	15	32	22	28
28	17	18	25	23	27	28
24	27	25	25	22	30	25
32	29	22	24	22	28	21
26	25	32	28	15	26	20
22	18	17	26	33	23	29
21	18	24	28	25	21	26
20	26	21	31	12	19	17
28	19	24	24	19	32	17
25	24	20	24	25	25	30
19	30	26	23	38	21	34
33	21	26	29	32	25	26
31	17	28	22	19	20	28
29	21	28	15	28	30	28
28	17	27	18	28	31	24
13	29	30	21	28	29	23
23	30	17	25	19	15	25
23	30	25	28	25	39	21
26	21	27	17	30	21	21
23	18	24	22	31	20	22
28	28	27	29	19	23	28
29	25	23	25	26	25	19
17	23	21	16	24	21	22
20	25	30	24	31	22	29
29	24	34	27	24	31	22
24	26	15	26	27	24	25
17	19	21	25	25	27	19
25	27	18	29	26	22	14
22	28	25	29	26	20	28
27	15	35	19	28	17	20
29	26	17	23	22	26	36
24	24	16	16	23	31	24
14	23	26	20	23	30	27
21	23	30	29	21	22	35
23	32	34	22	25	32	31
26	27	24	42	26	24	21
26	25	26	21	24	24	9
29	30	19	19	30	30	25
31	29	14	32	24	17	27
18	27	30	27	27	20	28
23	22	25	23	27	22	23
28	21	28	25	29	28	19
31	26	20	22	24	18	27
29	25	28	23	25	26	16
28	24	27	30	26	23	30
24	28	23	32	18	24	35
25	20	22	19	18	21	25
27	16	28	24	27	28	22
21	26	27	32	26	16	23
29	18	22	31	31	24	31
26	26	17	25	23	24	25
27	31	21	25	22	23	23
29	31	23	15	30	26	33
23	32	24	19	13	18	26
23	13	28	26	31	9	26
26	23	29	20	25	24	28
26	27	23	28	23	29	29
22	21	20	20	21	30	14
17	28	26	23	29	27	23
21	27	24	32	17	21	22
12	22	23	21	16	28	28
23	25	25	32	26	23	25
27	19	22	33	20	27	22
19	23	22	22	26	22	24
26	20	20	25	24	28	22
18	16	20	19	29	28	22
38	25	29	20	22	25	17
25	26	29	26	28	29	24
25	30	21	21	17	26	27
26	24	20	26	29	29	28
19	24	21	21	26	21	22
24	28	39	14	24	32	24
26	26	15	25	35	25	24
28	22	22	27	22	25	24
23	25	23	26	23	24	28
25	29	28	24	23	30	20
29	24	26	23	19	27	26
28	16	21	18	29	16	27
25	18	12	24	27	28	26
29	26	27	25	19	23	25
28	23	29	21	21	29	23
23	20	21	20	20	35	20
20	28	20	23	18	19	22
15	27	31	30	33	27	26
31	29	23	33	31	29	35
30	32	23	18	21	25	34
22	23	27	29	34	22	29
39	21	24	21	19	27	17
28	18	28	23	26	25	29
30	24	26	19	21	23	25
25	22	14	18	38	28	26
26	20	17	28	32	29	28
35	25	24	27	27	19	23
28	29	20	19	20	19	29
33	26	31	28	16	26	19
26	18	19	28	24	23	26
24	16	36	24	17	26	26
33	23	29	22	29	23	23
42	34	31	28	23	26	26
26	29	22	32	24	25	23
30	20	22	26	13	22	23
17	18	30	22	29	22	36
26	22	21	27	24	26	28
21	24	20	18	23	20	26
27	22	31	22	17	29	29
17	22	26	20	28	21	23
31	31	25	28	20	14	26
19	23	13	27	19	18	24
18	22	21	32	25	27	28
23	20	27	35	31	20	31
28	27	31	25	23	21	27
22	24	18	21	28	26	24
22	28	23	16	23	15	21
26	28	23	26	31	33	24
28	21	19	29	19	32	23
26	26	25	22	26	29	18
29	24	27	25	25	26	12
36	22	27	23	30	26	21
27	26	28	24	30	30	27
32	29	20	18	32	20	31
22	19	23	24	28	23	21
23	24	26	30	26	22	27
27	29	18	31	26	33	25
23	29	20	21	29	29	33
22	26	28	28	26	18	30
24	22	35	24	21	29	27
23	18	18	25	25	28	20
20	26	31	32	19	20	23
13	20	23	20	17	29	23
20	20	25	27	21	26	27
25	33	33	22	28	27	26
21	21	26	28	23	29	24
18	27	30	24	16	31	26
23	32	30	22	22	24	20
25	24	21	21	23	16	24
30	21	31	27	22	26	30
24	23	19	23	20	20	21
13	18	27	12	18	29	25
20	21	32	27	17	26	25
15	18	26	22	19	32	26
24	12	28	14	29	22	23
20	15	29	15	29	28	24
25	19	15	15	30	24	26
29	25	23	26	17	18	27
26	18	33	21	30	27	25
21	17	22	29	21	19	18
15	25	26	20	30	22	26
25	23	20	26	19	31	30
23	21	26	32	29	23	18
21	23	27	18	21	20	16
21	22	23	37	20	24	20
24	23	23	22	23	20	20
20	25	33	25	29	26	29
31	26	33	25	33	21	19
25	27	24	27	21	20	35
16	30	31	29	25	20	23
26	26	35	30	20	22	16
21	25	28	20	27	16	26
22	19	21	24	26	29	27
27	25	28	21	19	32	27
21	20	28	25	22	12	16
32	24	31	16	31	33	28
25	24	31	30	33	33	20
20	24	18	25	25	28	25
19	25	30	24	20	23	30
21	27	25	15	22	26	23
32	28	22	23	19	11	32
33	22	23	19	24	30	26
29	17	22	26	24	23	22
25	17	26	23	20	19	24
20	23	24	19	24	22	27
21	20	26	19	16	22	21
27	24	30	26	32	20	17
26	33	27	24	24	28	24
35	21	26	19	26	22	29
29	28	23	25	19	28	21
17	27	24	22	23	28	26
31	24	32	25	20	18	24
24	33	29	27	21	17	31
25	19	23	23	32	21	24
26	26	33	27	26	32	25
29	36	20	23	20	20	25
27	28	31	25	32	33	18
19	18	23	26	26	23	28
30	23	27	23	34	21	30
21	17	30	27	16	17	24
25	28	32	29	26	30	35
25	19	27	23	27	28	19
24	26	26	30	26	23	31
16	20	25	29	23	23	21
22	11	34	23	23	23	19
25	18	28	26	15	26	17
23	29	25	25	23	20	22
24	32	12	26	28	17	18
22	27	27	11	23	28	21
26	35	28	25	33	25	18
18	30	30	30	27	15	21
27	23	24	27	27	22	19
20	20	27	26	27	29	25
20	31	20	28	28	20	28
28	33	26	30	27	24	28
34	18	26	30	30	22	27
29	24	24	28	23	23	20
27	22	23	20	26	26	24
17	23	15	23	23	29	18
22	23	25	32	24	20	21
27	19	27	24	23	16	31
30	18	31	19	36	24	34
25	28	14	17	14	31	24
21	20	21	34	21	23	25
38	21	31	27	14	32	25
24	16	26	29	20	18	28
32	20	21	18	29	25	28
28	25	23	34	25	27	30
16	22	26	28	24	21	23
24	24	20	30	32	22	29
18	29	23	26	23	21	31
26	23	29	28	32	37	17
22	26	23	19	19	17	20
25	18	16	23	14	31	23
25	29	18	28	15	26	20
18	21	28	30	22	26	16
24	28	24	22	26	30	31
22	33	21	27	21	28	27
21	24	24	23	25	23	19
28	23	24	22	24	27	17
30	25	23	17	21	29	21
13	18	29	28	30	21	22
20	22	23	27	37	24	27
23	19	18	23	27	17	23
15	24	26	19	29	29	29
24	30	21	17	21	20	27
21	19	16	30	26	16	22
29	24	24	30	17	21	30
31	23	27	26	27	31	20
23	27	21	22	15	26	30
24	20	27	26	24	30	24
16	28	29	16	20	26	25
29	23	23	18	39	22	24
23	26	19	18	32	26	16
16	23	28	27	25	24	16
16	18	28	29	22	22	29
20	17	27	26	19	25	24
17	27	24	16	17	28	18
33	15	31	19	22	15	27
27	26	21	30	20	27	19
22	31	33	19	38	26	11
18	19	20	20	33	22	24
29	28	24	28	25	28	28
23	21	25	20	27	30	29
26	25	31	27	25	17	28
24	28	25	27	22	21	28
24	26	19	25	24	26	28
27	24	23	27	22	21	27
